word,decade,count,appear,topic,ps_articles,ps_words,t20_count,t20_appear,t20_topic,t20_articles,t20_words
purposes,2010s,2307,994,12,1678,14295950,12361,4971,88,8647,84731684
put,1980s,623,302,0,584,3177602,9169,3809,48,6430,46072214
put,1990s,1005,413,2,643,4529684,10113,3989,60,6242,52955592
put,2000s,1519,595,6,868,7141270,12697,4762,79,7266,67070891
put,2010s,2979,1158,16,1678,14295950,16249,5905,109,8647,84731684
putative,1980s,104,58,1,584,3177602,1190,675,7,6430,46072214
putative,1990s,205,95,1,643,4529684,1702,854,11,6242,52955592
putative,2000s,412,162,2,868,7141270,2730,1187,21,7266,67070891
putative,2010s,664,331,3,1678,14295950,3434,1517,25,8647,84731684
putnam,1980s,467,67,13,584,3177602,3585,725,96,6430,46072214
putnam,1990s,646,113,13,643,4529684,4363,839,103,6242,52955592
putnam,2000s,562,110,15,868,7141270,4405,803,87,7266,67070891
putnam,2010s,469,128,9,1678,14295950,2728,695,45,8647,84731684
putnams,1980s,310,41,9,584,3177602,1480,331,46,6430,46072214
putnams,1990s,326,56,8,643,4529684,2230,394,61,6242,52955592
putnams,2000s,229,64,4,868,7141270,1801,393,41,7266,67070891
putnams,2010s,168,64,5,1678,14295950,924,310,23,8647,84731684
puts,1980s,160,117,1,584,3177602,2231,1515,1,6430,46072214
puts,1990s,267,181,0,643,4529684,2863,1795,4,6242,52955592
puts,2000s,455,295,0,868,7141270,3769,2291,3,7266,67070891
puts,2010s,1100,628,1,1678,14295950,5424,3110,9,8647,84731684
puzzle,1980s,228,62,6,584,3177602,2071,693,41,6430,46072214
puzzle,1990s,495,115,16,643,4529684,3098,906,67,6242,52955592
puzzle,2000s,589,174,13,868,7141270,4674,1235,107,7266,67070891
puzzle,2010s,1477,401,39,1678,14295950,8032,1863,191,8647,84731684
qua,1980s,180,57,3,584,3177602,1623,749,16,6430,46072214
qua,1990s,162,75,1,643,4529684,1951,802,23,6242,52955592
qua,2000s,270,101,4,868,7141270,2441,959,37,7266,67070891
qua,2010s,751,248,15,1678,14295950,3413,1295,55,8647,84731684
qualia,1980s,157,16,5,584,3177602,1902,131,38,6430,46072214
qualia,1990s,222,33,5,643,4529684,1960,199,38,6242,52955592
qualia,2000s,923,59,19,868,7141270,2953,316,65,7266,67070891
qualia,2010s,966,109,20,1678,14295950,2095,310,41,8647,84731684
qualitative,1980s,243,38,8,584,3177602,2393,477,49,6430,46072214
qualitative,1990s,285,69,6,643,4529684,2647,605,60,6242,52955592
qualitative,2000s,629,108,13,868,7141270,4238,954,91,7266,67070891
qualitative,2010s,1482,214,34,1678,14295950,7173,1169,140,8647,84731684
qualities,1980s,163,54,3,584,3177602,3993,824,87,6430,46072214
qualities,1990s,242,68,5,643,4529684,4423,848,89,6242,52955592
qualities,2000s,799,126,19,868,7141270,6005,945,118,7266,67070891
qualities,2010s,1286,227,27,1678,14295950,5311,1008,107,8647,84731684
quality,1980s,231,70,4,584,3177602,3531,1057,64,6430,46072214
quality,1990s,407,94,8,643,4529684,3724,1095,79,6242,52955592
quality,2000s,640,163,17,868,7141270,5023,1362,110,7266,67070891
quality,2010s,1452,330,29,1678,14295950,6120,1640,112,8647,84731684
quantification,1980s,270,79,7,584,3177602,3043,694,75,6430,46072214
quantification,1990s,311,74,6,643,4529684,3701,720,92,6242,52955592
quantification,2000s,564,99,16,868,7141270,4941,870,123,7266,67070891
quantification,2010s,831,174,17,1678,14295950,5437,1021,132,8647,84731684
quantifier,1980s,214,53,4,584,3177602,2733,506,74,6430,46072214
quantifier,1990s,207,58,5,643,4529684,4432,608,113,6242,52955592
quantifier,2000s,568,87,23,868,7141270,5298,750,153,7266,67070891
quantifier,2010s,873,163,24,1678,14295950,6201,888,146,8647,84731684
quantifiers,1980s,282,59,6,584,3177602,3392,646,71,6430,46072214
quantifiers,1990s,296,70,6,643,4529684,4886,671,121,6242,52955592
quantifiers,2000s,499,95,10,868,7141270,5808,868,145,7266,67070891
quantifiers,2010s,739,164,21,1678,14295950,6647,937,156,8647,84731684
quantity,1980s,266,48,6,584,3177602,2195,639,47,6430,46072214
quantity,1990s,171,42,4,643,4529684,3130,669,58,6242,52955592
quantity,2000s,121,51,3,868,7141270,3012,795,61,7266,67070891
quantity,2010s,613,121,9,1678,14295950,3985,982,80,8647,84731684
quantum,1980s,320,23,6,584,3177602,6982,563,146,6430,46072214
quantum,1990s,247,51,7,643,4529684,10778,713,221,6242,52955592
quantum,2000s,207,64,5,868,7141270,12564,912,226,7266,67070891
quantum,2010s,845,120,18,1678,14295950,13959,981,247,8647,84731684
question,1980s,3331,502,101,584,3177602,40517,5634,1344,6430,46072214
question,1990s,4829,590,166,643,4529684,45737,5632,1568,6242,52955592
question,2000s,6922,807,239,868,7141270,57529,6587,2009,7266,67070891
question,2010s,14473,1567,506,1678,14295950,71605,8013,2456,8647,84731684
questions,1980s,882,273,9,584,3177602,12297,3488,187,6430,46072214
questions,1990s,1251,357,19,643,4529684,13917,3562,224,6242,52955592
questions,2000s,1690,503,25,868,7141270,15624,4119,276,7266,67070891
questions,2010s,4117,1052,91,1678,14295950,23115,5337,424,8647,84731684
quine,1980s,641,117,14,584,3177602,5205,911,118,6430,46072214
quine,1990s,894,116,21,643,4529684,5774,928,126,6242,52955592
quine,2000s,611,107,11,868,7141270,6159,897,120,7266,67070891
quine,2010s,831,157,14,1678,14295950,6351,822,110,8647,84731684
quines,1980s,355,67,8,584,3177602,2574,530,61,6430,46072214
quines,1990s,389,65,11,643,4529684,2554,524,62,6242,52955592
quines,2000s,167,44,4,868,7141270,2364,470,56,7266,67070891
quines,2010s,163,38,3,1678,14295950,2272,347,53,8647,84731684
quite,1980s,1089,373,10,584,3177602,15668,4583,212,6430,46072214
quite,1990s,1557,473,13,643,4529684,15215,4418,189,6242,52955592
quite,2000s,2019,610,24,868,7141270,16534,5029,220,7266,67070891
quite,2010s,3128,1110,25,1678,14295950,16096,5573,148,8647,84731684
quotation,1980s,235,57,4,584,3177602,1671,632,22,6430,46072214
quotation,1990s,354,62,6,643,4529684,2132,639,24,6242,52955592
quotation,2000s,482,85,5,868,7141270,2549,722,19,7266,67070891
quotation,2010s,255,104,3,1678,14295950,2168,623,16,8647,84731684
race,1980s,52,25,0,584,3177602,1212,425,20,6430,46072214
race,1990s,128,35,3,643,4529684,1512,422,23,6242,52955592
race,2000s,84,31,1,868,7141270,3747,426,41,7266,67070891
race,2010s,1537,113,15,1678,14295950,4712,575,63,8647,84731684
racial,1980s,15,11,0,584,3177602,305,145,3,6430,46072214
racial,1990s,59,8,1,643,4529684,707,149,12,6242,52955592
racial,2000s,79,6,1,868,7141270,1759,154,27,7266,67070891
racial,2010s,716,56,12,1678,14295950,2642,264,51,8647,84731684
radical,1980s,153,88,3,584,3177602,3243,1331,46,6430,46072214
radical,1990s,364,146,8,643,4529684,3605,1485,51,6242,52955592
radical,2000s,566,189,10,868,7141270,4283,1545,66,7266,67070891
radical,2010s,1103,365,12,1678,14295950,4774,1804,58,8647,84731684
rain,1980s,85,23,3,584,3177602,710,230,18,6430,46072214
rain,1990s,162,38,6,643,4529684,955,292,23,6242,52955592
rain,2000s,205,48,5,868,7141270,1616,384,30,7266,67070891
rain,2010s,532,87,12,1678,14295950,2089,490,42,8647,84731684
raining,1980s,80,16,3,584,3177602,706,184,17,6430,46072214
raining,1990s,298,31,10,643,4529684,1081,208,28,6242,52955592
raining,2000s,229,44,8,868,7141270,1663,288,42,7266,67070891
raining,2010s,529,98,16,1678,14295950,2876,399,74,8647,84731684
raise,1980s,212,113,3,584,3177602,2231,1382,12,6430,46072214
raise,1990s,290,173,1,643,4529684,2611,1521,15,6242,52955592
raise,2000s,579,260,5,868,7141270,3462,1943,18,7266,67070891
raise,2010s,1032,555,5,1678,14295950,4464,2473,23,8647,84731684
raised,1980s,301,166,3,584,3177602,3146,1956,5,6430,46072214
raised,1990s,360,217,0,643,4529684,3627,2073,8,6242,52955592
raised,2000s,636,324,5,868,7141270,4536,2502,20,7266,67070891
raised,2010s,1181,622,5,1678,14295950,5456,2975,21,8647,84731684
raises,1980s,164,125,0,584,3177602,2005,1382,3,6430,46072214
raises,1990s,252,169,0,643,4529684,2512,1649,2,6242,52955592
raises,2000s,454,271,1,868,7141270,3479,2153,8,7266,67070891
raises,2010s,1031,565,5,1678,14295950,4685,2824,10,8647,84731684
range,1980s,376,169,2,584,3177602,6566,2460,82,6430,46072214
range,1990s,606,259,6,643,4529684,7609,2720,95,6242,52955592
range,2000s,1112,373,19,868,7141270,10130,3302,168,7266,67070891
range,2010s,2413,788,33,1678,14295950,14159,4287,238,8647,84731684
rather,1980s,2546,511,62,584,3177602,34042,5689,1064,6430,46072214
rather,1990s,3638,591,105,643,4529684,38896,5669,1305,6242,52955592
rather,2000s,6018,819,213,868,7141270,49159,6609,1773,7266,67070891
rather,2010s,12144,1584,444,1678,14295950,63192,8116,2359,8647,84731684
rational,1980s,1617,173,29,584,3177602,21300,2508,534,6430,46072214
rational,1990s,2148,226,56,643,4529684,24104,2444,563,6242,52955592
rational,2000s,2742,347,83,868,7141270,23952,2686,614,7266,67070891
rational,2010s,7143,731,171,1678,14295950,36897,3568,860,8647,84731684
rationality,1980s,519,78,14,584,3177602,9535,1309,230,6430,46072214
rationality,1990s,892,137,25,643,4529684,9737,1453,266,6242,52955592
rationality,2000s,1339,198,37,868,7141270,10117,1555,231,7266,67070891
rationality,2010s,3377,438,88,1678,14295950,16341,2192,368,8647,84731684
rationally,1980s,227,56,6,584,3177602,2713,894,53,6430,46072214
rationally,1990s,397,103,9,643,4529684,3739,987,82,6242,52955592
rationally,2000s,831,177,18,868,7141270,4936,1133,119,7266,67070891
rationally,2010s,1923,323,55,1678,14295950,9092,1613,239,8647,84731684
rawls,1980s,173,27,4,584,3177602,4410,507,99,6430,46072214
rawls,1990s,204,18,4,643,4529684,5438,462,122,6242,52955592
rawls,2000s,365,39,7,868,7141270,4412,430,93,7266,67070891
rawls,2010s,725,82,18,1678,14295950,5090,461,109,8647,84731684
read,1980s,469,198,8,584,3177602,5506,2490,35,6430,46072214
read,1990s,582,268,4,643,4529684,6424,2698,65,6242,52955592
read,2000s,852,364,10,868,7141270,7674,3044,83,7266,67070891
read,2010s,1620,713,14,1678,14295950,9416,3696,96,8647,84731684
reading,1980s,703,190,15,584,3177602,7459,2157,135,6430,46072214
reading,1990s,721,249,13,643,4529684,10470,2506,211,6242,52955592
reading,2000s,1461,368,23,868,7141270,13756,3048,292,7266,67070891
reading,2010s,3116,757,74,1678,14295950,17260,3718,398,8647,84731684
real,1980s,721,241,12,584,3177602,14273,3494,310,6430,46072214
real,1990s,1533,370,34,643,4529684,18831,3827,440,6242,52955592
real,2000s,1860,504,31,868,7141270,18942,4319,402,7266,67070891
real,2010s,2767,873,46,1678,14295950,19790,4994,403,8647,84731684
realism,1980s,422,78,8,584,3177602,8389,1108,202,6430,46072214
realism,1990s,1414,169,36,643,4529684,10979,1596,284,6242,52955592
realism,2000s,1415,211,29,868,7141270,12772,1714,300,7266,67070891
realism,2010s,4417,442,93,1678,14295950,15485,2136,362,8647,84731684
realist,1980s,207,41,5,584,3177602,4417,700,120,6430,46072214
realist,1990s,551,106,14,643,4529684,5164,939,130,6242,52955592
realist,2000s,773,122,17,868,7141270,6071,1012,163,7266,67070891
realist,2010s,1897,244,57,1678,14295950,7156,1140,185,8647,84731684
realists,1980s,45,23,0,584,3177602,1287,349,27,6430,46072214
realists,1990s,172,54,5,643,4529684,1792,482,41,6242,52955592
realists,2000s,215,60,4,868,7141270,2509,573,64,7266,67070891
realists,2010s,1197,159,35,1678,14295950,3702,659,103,8647,84731684
reality,1980s,363,137,6,584,3177602,8636,2088,193,6430,46072214
reality,1990s,685,211,12,643,4529684,9970,2311,232,6242,52955592
reality,2000s,845,300,13,868,7141270,9214,2568,188,7266,67070891
reality,2010s,2228,568,45,1678,14295950,12258,2999,270,8647,84731684
realization,1980s,96,42,1,584,3177602,1526,708,20,6430,46072214
realization,1990s,236,66,3,643,4529684,2025,783,29,6242,52955592
realization,2000s,740,94,12,868,7141270,4027,848,68,7266,67070891
realization,2010s,1319,161,21,1678,14295950,4780,907,80,8647,84731684
realize,1980s,165,99,1,584,3177602,2254,1294,10,6430,46072214
realize,1990s,249,144,2,643,4529684,2692,1425,23,6242,52955592
realize,2000s,378,207,2,868,7141270,3105,1624,16,7266,67070891
realize,2010s,738,332,11,1678,14295950,3640,1765,33,8647,84731684
realized,1980s,124,82,1,584,3177602,2123,1088,22,6430,46072214
realized,1990s,277,105,5,643,4529684,2875,1213,40,6242,52955592
realized,2000s,453,136,8,868,7141270,3515,1286,62,7266,67070891
realized,2010s,987,238,16,1678,14295950,4278,1483,67,8647,84731684
really,1980s,982,331,11,584,3177602,12285,3873,162,6430,46072214
really,1990s,1625,450,24,643,4529684,13746,4049,198,6242,52955592
really,2000s,2605,617,63,868,7141270,17657,4722,322,7266,67070891
really,2010s,3617,1120,40,1678,14295950,17957,5584,265,8647,84731684
reason,1980s,3243,503,72,584,3177602,40845,5420,1068,6430,46072214
reason,1990s,4747,580,130,643,4529684,47485,5484,1259,6242,52955592
reason,2000s,9685,816,236,868,7141270,66738,6441,1788,7266,67070891
reason,2010s,20064,1571,535,1678,14295950,87450,7927,2339,8647,84731684
reasonable,1980s,801,249,22,584,3177602,7652,2614,127,6430,46072214
reasonable,1990s,976,282,13,643,4529684,9232,2638,144,6242,52955592
reasonable,2000s,1510,399,19,868,7141270,10684,3184,171,7266,67070891
reasonable,2010s,2346,763,31,1678,14295950,12472,3739,205,8647,84731684
reasonably,1980s,202,129,0,584,3177602,2505,1475,5,6430,46072214
reasonably,1990s,253,149,1,643,4529684,2950,1509,20,6242,52955592
reasonably,2000s,542,235,4,868,7141270,4454,1881,51,7266,67070891
reasonably,2010s,999,464,8,1678,14295950,5028,2212,49,8647,84731684
reasoning,1980s,798,215,16,584,3177602,10900,2394,228,6430,46072214
reasoning,1990s,1177,271,27,643,4529684,13226,2812,293,6242,52955592
reasoning,2000s,2369,448,63,868,7141270,20359,3751,473,7266,67070891
reasoning,2010s,5900,945,133,1678,14295950,32600,4789,699,8647,84731684
reasons,1980s,1897,367,41,584,3177602,20631,4212,414,6430,46072214
reasons,1990s,2284,466,49,643,4529684,25130,4385,507,6242,52955592
reasons,2000s,6980,698,127,868,7141270,45116,5414,839,7266,67070891
reasons,2010s,18255,1440,309,1678,14295950,71126,6885,1292,8647,84731684
recall,1980s,190,133,0,584,3177602,2420,1476,7,6430,46072214
recall,1990s,345,199,1,643,4529684,3530,1901,11,6242,52955592
recall,2000s,641,328,2,868,7141270,5477,2650,23,7266,67070891
recall,2010s,1601,768,1,1678,14295950,8852,3890,48,8647,84731684
recent,1980s,460,245,1,584,3177602,6156,2948,38,6430,46072214
recent,1990s,539,293,3,643,4529684,6846,3067,48,6242,52955592
recent,2000s,918,441,2,868,7141270,8622,3800,49,7266,67070891
recent,2010s,2139,940,6,1678,14295950,12885,5070,89,8647,84731684
recognition,1980s,156,68,3,584,3177602,3000,1336,30,6430,46072214
recognition,1990s,181,97,1,643,4529684,3726,1356,58,6242,52955592
recognition,2000s,447,150,8,868,7141270,4071,1372,60,7266,67070891
recognition,2010s,764,271,13,1678,14295950,4053,1442,74,8647,84731684
recognize,1980s,318,168,4,584,3177602,4547,2077,40,6430,46072214
recognize,1990s,490,220,6,643,4529684,5627,2294,59,6242,52955592
recognize,2000s,823,328,7,868,7141270,6460,2562,59,7266,67070891
recognize,2010s,1410,566,17,1678,14295950,7061,2893,65,8647,84731684
red,1980s,1095,100,28,584,3177602,9458,1131,198,6430,46072214
red,1990s,1460,149,35,643,4529684,9255,1168,225,6242,52955592
red,2000s,2971,230,67,868,7141270,14127,1508,335,7266,67070891
red,2010s,4150,472,126,1678,14295950,14066,1933,394,8647,84731684
redness,1980s,72,18,2,584,3177602,724,166,15,6430,46072214
redness,1990s,111,29,2,643,4529684,861,189,20,6242,52955592
redness,2000s,440,58,8,868,7141270,1372,294,28,7266,67070891
redness,2010s,400,105,9,1678,14295950,1219,333,29,8647,84731684
reduction,1980s,300,79,8,584,3177602,4057,1021,79,6430,46072214
reduction,1990s,459,105,13,643,4529684,5035,1123,106,6242,52955592
reduction,2000s,446,133,11,868,7141270,5598,1246,115,7266,67070891
reduction,2010s,835,300,12,1678,14295950,7013,1618,128,8647,84731684
reductive,1980s,64,27,1,584,3177602,932,275,14,6430,46072214
reductive,1990s,172,49,2,643,4529684,1213,395,24,6242,52955592
reductive,2000s,314,90,8,868,7141270,2161,603,48,7266,67070891
reductive,2010s,711,191,13,1678,14295950,3127,823,65,8647,84731684
refer,1980s,933,257,20,584,3177602,8830,2802,142,6430,46072214
refer,1990s,1139,314,27,643,4529684,9483,2988,177,6242,52955592
refer,2000s,1782,422,40,868,7141270,11835,3560,221,7266,67070891
refer,2010s,2849,781,51,1678,14295950,13392,4207,213,8647,84731684
reference,1980s,2476,293,67,584,3177602,20118,3393,454,6430,46072214
reference,1990s,2520,348,64,643,4529684,19831,3372,441,6242,52955592
reference,2000s,3209,467,77,868,7141270,21470,3750,483,7266,67070891
reference,2010s,4429,781,93,1678,14295950,22177,4069,439,8647,84731684
referent,1980s,358,73,9,584,3177602,2718,517,61,6430,46072214
referent,1990s,450,95,12,643,4529684,3096,603,83,6242,52955592
referent,2000s,668,129,17,868,7141270,3742,738,80,7266,67070891
referent,2010s,911,195,24,1678,14295950,3614,722,102,8647,84731684
referential,1980s,461,73,12,584,3177602,2729,500,70,6430,46072214
referential,1990s,389,71,13,643,4529684,2500,522,61,6242,52955592
referential,2000s,628,94,15,868,7141270,2925,601,79,7266,67070891
referential,2010s,704,118,17,1678,14295950,3165,558,70,8647,84731684
referred,1980s,315,130,3,584,3177602,3118,1617,26,6430,46072214
referred,1990s,296,134,1,643,4529684,2873,1446,19,6242,52955592
referred,2000s,322,167,1,868,7141270,2946,1572,13,7266,67070891
referred,2010s,501,279,3,1678,14295950,3064,1748,13,8647,84731684
referring,1980s,458,140,11,584,3177602,3511,1428,48,6430,46072214
referring,1990s,398,148,8,643,4529684,3414,1493,43,6242,52955592
referring,2000s,581,211,9,868,7141270,3868,1691,52,7266,67070891
referring,2010s,793,358,12,1678,14295950,3737,1784,48,8647,84731684
refers,1980s,483,157,9,584,3177602,4105,1751,49,6430,46072214
refers,1990s,563,177,16,643,4529684,5086,1972,80,6242,52955592
refers,2000s,1010,271,25,868,7141270,6231,2370,92,7266,67070891
refers,2010s,1695,512,24,1678,14295950,7273,2696,96,8647,84731684
reflect,1980s,173,107,0,584,3177602,2763,1619,9,6430,46072214
reflect,1990s,233,148,0,643,4529684,3125,1748,9,6242,52955592
reflect,2000s,502,260,3,868,7141270,3850,1990,24,7266,67070891
reflect,2010s,965,488,7,1678,14295950,4795,2489,31,8647,84731684
reflection,1980s,146,100,0,584,3177602,3313,1433,45,6430,46072214
reflection,1990s,504,136,5,643,4529684,5076,1668,72,6242,52955592
reflection,2000s,974,257,15,868,7141270,6398,1923,114,7266,67070891
reflection,2010s,1623,498,24,1678,14295950,7342,2289,113,8647,84731684
reflective,1980s,104,37,2,584,3177602,2197,527,44,6430,46072214
reflective,1990s,201,63,5,643,4529684,2520,613,48,6242,52955592
reflective,2000s,623,121,21,868,7141270,3072,732,72,7266,67070891
reflective,2010s,1028,235,20,1678,14295950,3976,933,88,8647,84731684
refrain,1980s,197,60,4,584,3177602,1292,547,17,6430,46072214
refrain,1990s,166,62,2,643,4529684,1180,569,11,6242,52955592
refrain,2000s,270,96,5,868,7141270,1410,685,17,7266,67070891
refrain,2010s,590,188,11,1678,14295950,2296,861,43,8647,84731684
regard,1980s,658,259,5,584,3177602,9327,3282,124,6430,46072214
regard,1990s,836,307,13,643,4529684,9246,3162,126,6242,52955592
regard,2000s,1183,408,15,868,7141270,10654,3506,143,7266,67070891
regard,2010s,2060,745,29,1678,14295950,11402,3978,144,8647,84731684
regarded,1980s,261,133,2,584,3177602,5107,2185,37,6430,46072214
regarded,1990s,351,168,2,643,4529684,4394,1908,40,6242,52955592
regarded,2000s,385,198,2,868,7141270,4522,2046,32,7266,67070891
regarded,2010s,636,346,1,1678,14295950,4522,2112,38,8647,84731684
regarding,1980s,261,137,2,584,3177602,3895,1751,31,6430,46072214
regarding,1990s,466,187,7,643,4529684,4704,1840,62,6242,52955592
regarding,2000s,1004,344,20,868,7141270,7533,2554,122,7266,67070891
regarding,2010s,2031,672,30,1678,14295950,10466,3456,166,8647,84731684
region,1980s,74,25,1,584,3177602,1584,462,28,6430,46072214
region,1990s,226,55,4,643,4529684,3245,703,71,6242,52955592
region,2000s,528,105,12,868,7141270,5263,976,129,7266,67070891
region,2010s,920,172,21,1678,14295950,5440,1097,134,8647,84731684
regions,1980s,64,19,2,584,3177602,921,335,18,6430,46072214
regions,1990s,151,35,1,643,4529684,2436,546,43,6242,52955592
regions,2000s,333,61,8,868,7141270,3270,726,75,7266,67070891
regions,2010s,666,132,18,1678,14295950,4186,913,94,8647,84731684
regress,1980s,308,50,6,584,3177602,1738,512,32,6430,46072214
regress,1990s,179,63,2,643,4529684,1918,503,44,6242,52955592
regress,2000s,533,91,12,868,7141270,2861,575,63,7266,67070891
regress,2010s,939,159,16,1678,14295950,3472,661,79,8647,84731684
reject,1980s,434,229,0,584,3177602,4882,2350,27,6430,46072214
reject,1990s,755,303,11,643,4529684,6626,2753,58,6242,52955592
reject,2000s,1447,454,15,868,7141270,9630,3472,108,7266,67070891
reject,2010s,3477,997,66,1678,14295950,15009,4503,262,8647,84731684
rejecting,1980s,180,112,1,584,3177602,2060,1275,8,6430,46072214
rejecting,1990s,311,168,1,643,4529684,2657,1518,9,6242,52955592
rejecting,2000s,521,269,1,868,7141270,3631,1876,18,7266,67070891
rejecting,2010s,1192,552,12,1678,14295950,5299,2443,52,8647,84731684
rejection,1980s,191,101,1,584,3177602,2622,1360,15,6430,46072214
rejection,1990s,261,141,2,643,4529684,3137,1492,27,6242,52955592
rejection,2000s,404,201,3,868,7141270,3553,1576,41,7266,67070891
rejection,2010s,879,394,10,1678,14295950,4343,1901,41,8647,84731684
related,1980s,661,275,4,584,3177602,9083,3505,78,6430,46072214
related,1990s,991,362,11,643,4529684,10183,3716,106,6242,52955592
related,2000s,1482,499,18,868,7141270,13405,4619,153,7266,67070891
related,2010s,3255,1093,41,1678,14295950,18296,5860,218,8647,84731684
relation,1980s,2512,350,69,584,3177602,25916,4049,749,6430,46072214
relation,1990s,3145,439,91,643,4529684,31002,4226,880,6242,52955592
relation,2000s,4909,587,139,868,7141270,40849,5016,1158,7266,67070891
relation,2010s,9940,1140,291,1678,14295950,50655,6066,1461,8647,84731684
relational,1980s,240,70,7,584,3177602,2868,671,57,6430,46072214
relational,1990s,422,84,10,643,4529684,3888,838,95,6242,52955592
relational,2000s,606,131,14,868,7141270,5256,1069,116,7266,67070891
relational,2010s,1059,237,23,1678,14295950,6612,1259,151,8647,84731684
relations,1980s,1397,245,28,584,3177602,16665,3000,431,6430,46072214
relations,1990s,2093,344,53,643,4529684,19788,3293,520,6242,52955592
relations,2000s,2632,435,64,868,7141270,25470,3894,716,7266,67070891
relations,2010s,5705,823,139,1678,14295950,31471,4536,821,8647,84731684
relationship,1980s,309,136,1,584,3177602,5310,1877,77,6430,46072214
relationship,1990s,402,166,3,643,4529684,6156,1946,105,6242,52955592
relationship,2000s,694,242,10,868,7141270,8378,2429,134,7266,67070891
relationship,2010s,2183,666,41,1678,14295950,12758,3572,240,8647,84731684
relationships,1980s,133,66,3,584,3177602,2774,1007,46,6430,46072214
relationships,1990s,156,79,3,643,4529684,3015,983,51,6242,52955592
relationships,2000s,329,80,3,868,7141270,4220,1161,82,7266,67070891
relationships,2010s,757,249,19,1678,14295950,5722,1616,113,8647,84731684
relative,1980s,804,231,18,584,3177602,12749,2870,291,6430,46072214
relative,1990s,1286,318,29,643,4529684,13310,2992,303,6242,52955592
relative,2000s,1819,390,44,868,7141270,16292,3491,371,7266,67070891
relative,2010s,3530,724,79,1678,14295950,23312,4374,579,8647,84731684
relatively,1980s,205,120,1,584,3177602,3352,1794,17,6430,46072214
relatively,1990s,310,159,2,643,4529684,3521,1882,13,6242,52955592
relatively,2000s,629,274,6,868,7141270,4826,2368,26,7266,67070891
relatively,2010s,1223,602,8,1678,14295950,6510,3084,34,8647,84731684
relativism,1980s,66,18,2,584,3177602,2808,328,60,6430,46072214
relativism,1990s,507,29,7,643,4529684,2617,450,54,6242,52955592
relativism,2000s,598,47,14,868,7141270,2219,374,50,7266,67070891
relativism,2010s,662,128,12,1678,14295950,3261,560,76,8647,84731684
relevance,1980s,370,109,6,584,3177602,3556,1322,46,6430,46072214
relevance,1990s,809,144,10,643,4529684,5289,1379,85,6242,52955592
relevance,2000s,672,206,13,868,7141270,5671,1820,97,7266,67070891
relevance,2010s,1071,374,13,1678,14295950,6904,2324,105,8647,84731684
relevant,1980s,2048,399,46,584,3177602,19962,4229,440,6430,46072214
relevant,1990s,3202,489,77,643,4529684,25715,4529,648,6242,52955592
relevant,2000s,5611,740,189,868,7141270,38696,5706,1192,7266,67070891
relevant,2010s,12297,1491,428,1678,14295950,58769,7391,1921,8647,84731684
reliabilism,1980s,52,7,1,584,3177602,431,57,14,6430,46072214
reliabilism,1990s,196,25,8,643,4529684,946,127,26,6242,52955592
reliabilism,2000s,321,54,11,868,7141270,1635,235,48,7266,67070891
reliabilism,2010s,709,94,18,1678,14295950,2253,306,49,8647,84731684
reliability,1980s,229,45,8,584,3177602,2430,482,54,6430,46072214
reliability,1990s,421,58,11,643,4529684,2997,568,84,6242,52955592
reliability,2000s,1084,118,31,868,7141270,5099,841,134,7266,67070891
reliability,2010s,2170,267,47,1678,14295950,7594,1163,183,8647,84731684
reliable,1980s,367,82,8,584,3177602,3761,888,83,6430,46072214
reliable,1990s,646,113,14,643,4529684,4791,1056,111,6242,52955592
reliable,2000s,1239,226,32,868,7141270,7695,1639,184,7266,67070891
reliable,2010s,2582,449,56,1678,14295950,10760,2072,239,8647,84731684
reliably,1980s,42,24,0,584,3177602,546,288,3,6430,46072214
reliably,1990s,123,54,1,643,4529684,1123,502,13,6242,52955592
reliably,2000s,311,120,5,868,7141270,1810,782,20,7266,67070891
reliably,2010s,690,273,10,1678,14295950,3041,1135,45,8647,84731684
rely,1980s,123,82,0,584,3177602,1881,1203,4,6430,46072214
rely,1990s,310,155,1,643,4529684,2833,1546,16,6242,52955592
rely,2000s,493,278,0,868,7141270,4132,2161,21,7266,67070891
rely,2010s,1373,653,15,1678,14295950,7016,3137,53,8647,84731684
remain,1980s,260,190,0,584,3177602,4116,2420,3,6430,46072214
remain,1990s,395,232,1,643,4529684,4802,2641,7,6242,52955592
remain,2000s,656,369,1,868,7141270,5972,3189,13,7266,67070891
remain,2010s,1408,747,5,1678,14295950,7807,4058,18,8647,84731684
remains,1980s,368,233,0,584,3177602,5625,3023,10,6430,46072214
remains,1990s,561,300,0,643,4529684,6162,3124,12,6242,52955592
remains,2000s,847,449,0,868,7141270,7856,3795,15,7266,67070891
remains,2010s,1630,819,3,1678,14295950,9813,4664,24,8647,84731684
remarks,1980s,464,221,2,584,3177602,5973,2617,36,6430,46072214
remarks,1990s,540,274,3,643,4529684,5885,2579,47,6242,52955592
remarks,2000s,542,295,3,868,7141270,6064,2699,47,7266,67070891
remarks,2010s,1051,592,1,1678,14295950,6031,3027,35,8647,84731684
reply,1980s,526,236,3,584,3177602,5089,2237,36,6430,46072214
reply,1990s,778,285,9,643,4529684,5810,2324,55,6242,52955592
reply,2000s,1165,386,15,868,7141270,8079,2843,100,7266,67070891
reply,2010s,2360,779,34,1678,14295950,9679,3415,133,8647,84731684
report,1980s,213,64,4,584,3177602,2709,952,50,6430,46072214
